0004284,002,016
0004286,067,087
0004303,018,028
0004371,003,009
0004518,002,003
0004540,011,023
0004623,003,025
0004645,013,019
0004657,005,006
0004705,006,030
0004715,013,027
0004716,020,026
0004727,010,020
0004728,002,005
0004735,042,072
0004744,004,013
0004745,010,012
0004747,021,025
0004748,013,028
0004749,006,012
0004751,010,018
0004753,008,024
0004770,019,045
0004774,022,024
0004779,026,027
0004782,003,006
0004785,014,021
0000147,010,0000169,033
0000170,113,0000183,012
0000185,017,0000045,008
0000189,044,0000183,012
0000188,040,0000195,022
0000192,023,0000204,004
0000198,052,0000202,006
0000205,119,0000189,085
0000207,015,0000208,065
0000210,014,0000212,074
0000214,003,0000220,003
0000225,005,0000233,015
0000240,023,0000249,175
0000268,013,0000295,276
0000284,013,0000293,043
0000301,009,0000304,014
0000310,013,0000318,111
0000321,090,0000342,007
0000327,002,0000333,112
0000335,112,0000351,011
0000343,012,0000353,055
0000360,052,0000365,154
0000368,226,0000383,017
0000381,012,0000386,025
0000389,103,0000399,005
0000402,010,0000405,010
0000415,002,0000426,043
0000422,031,0000430,059
0000431,035,0000437,077
0000438,122,0000439,008
0000444,004,0000447,006
0000451,003,0000506,048
0000457,067,0000459,027
0000464,034,0000467,030
0000487,005,0000498,003
0000506,048,0000510,125
0000512,044,0000515,023
0000513,095,0000520,004
0000525,018,0000529,017
0000530,015,0000532,026
0000534,014,0000535,024
0000541,031,0000545,143
0000546,003,0000551,131
0000550,004,0000571,040
0000563,217,0000579,169
0000575,039,0000588,040
0000580,024,0000596,018
0000593,058,0000613,029
0000597,058,0000598,044
0000600,006,0000610,087
0000614,079,0000616,028
0000628,032,0000630,030
0000652,050,0000655,042
0000656,182,0000944,002
0000662,044,0000959,031
0000960,009,0000965,012
0000977,057,0000980,069
0000982,007,0000997,026
0001002,040,0001018,016
0001019,028,0001022,004
0001029,088,0001035,064
0001038,018,0001081,014
0001043,010,0001061,022
0001068,014,0001071,009
0001082,005,0001083,009
0001086,038,0001099,041
0001103,037,0001129,012
0001110,076,0001152,059
0001131,023,0001143,002
0001151,043,0001155,033
0001172,016,0001187,015
0001199,014,0001208,018
0001233,045,0001235,004
0001250,049,0001272,004
0001251,018,0001267,020
0001282,002,0001290,077
0001287,041,0001312,003
0001293,032,0001309,025
0001319,115,0001332,018
0001337,044,0001339,034
0001384,003,0001418,004
0001436,058,0001461,037
0001444,015,0001459,026
0001467,076,0001468,030
0001484,087,0001492,045
0001488,010,0001491,017
0001494,032,0001497,010
0001499,032,0001527,004
0001507,047,0001515,016
0001518,089,0001520,020
0001533,019,0001538,041
0001541,015,0001564,004
0001556,036,0001557,005
0001567,007,0001593,004
0001590,017,0001595,015
0001597,072,0001598,031
0001601,011,0001608,006
0001605,009,0001610,043
0001617,062,0001624,002
0001632,019,0001633,023
0001667,024,0001664,048
0001670,029,0001669,003
0001696,020,0001688,013
0001698,009,0001697,014
0001710,030,0001709,024
0001720,040,0001714,055
0001728,019,0001722,004
0001733,171,0001732,093
0001738,078,0001736,047
0001748,008,0001741,025
0001756,021,0001752,019
0001759,018,0001758,010
0001762,005,0001760,031
0001763,050,0001764,119
0001776,177,0001774,004
0001787,016,0001780,033
0001783,009,0001785,008
0001803,012,0001794,044
0001808,025,0001802,067
0001817,011,0001806,022
0001836,010,0001832,002
0001844,032,0001837,006
0001839,002,0001838,308
0001852,021,0001845,006
0001858,033,0001851,041
0001882,002,0001879,036
0001953,009,0001952,007
0001993,009,0001971,029
0001974,028,0001973,001
0002023,011,0002006,010
0002064,014,0002027,006
0002059,016,0002055,044
0002077,015,0002073,012
0002091,023,0002117,004
0002100,002,0002105,003
0002120,025,0002122,062
0002124,034,0002127,058
0002217,009,0002253,005
0002262,023,0002332,069
0002365,016,0002657,006
0002546,040,0002773,018
0002743,014,0002800,001
0002901,018,0002907,021
0002928,049,0002944,002
0003069,022,0003071,007
0003082,031,0003265,014
0003115,042,0003354,017
0003457,023,0003506,028
0003563,022,0003697,012
0003807,008,0003928,005
0003941,041,0004056,003
0003981,016,0004266,009
0004147,007,0004286,087
0004284,016,0004705,030
0004303,018,0004371,003
0004518,002,0004540,023
0004623,003,0004645,019
0004657,006,0004715,027
0004716,026,0004735,072
0004727,010,0004728,002
0004744,004,0004745,010
0004747,021,0004770,019
0004748,013,0004749,012
0004751,018,0004753,024
0004774,024,0004782,006
0004779,027,0004797,002
0004785,021,0004786,003
0004801,002,0004804,005
0004802,006,0004806,005
0004805,003,0004809,058
0004806,005,0004812,044
0004810,010,0004834,025
0004818,023,0004825,015
0004838,019,0004846,018
0004857,001,0004871,007
0004868,052,0004911,018
0004883,007,0004894,018
0004897,015,0004899,021
0004900,003,0004906,014
0004909,089,0004912,046
0004911,018,0004914,057
0004921,032,0005064,104
0004929,027,0004930,058
0004936,013,0004940,006
0004955,008,0004959,050
0004957,046,0004980,015
0004965,030,0004967,003
0004971,032,0004977,011
0004978,039,0004985,009
0004988,141,0004999,051
0005000,045,0005020,032
0005009,029,0005011,015
0005022,014,0005029,010
0005042,001,0005044,049
0005045,007,0005048,017
0005073,003,0005078,021
0005082,019,0005085,015
0005095,042,0005101,014
0005086,014,0005102,015
0005114,020,0005124,001
